Name,City,State/Province,Zip_Code,Address,Phone,Website,Categories,Genres,Capacity,Age_Restriction,Rating,Description,Booking_Info,Facebook,Instagram,Upcoming_Events,Profile_URL,Normalized_Profile_URL,Source_Province_Search,Scraped_At
Duncan Showroom,Duncan,BC,V9L 1M8,"131 Station Street, Duncan, BC V9L 1M8",N/A,https://www.showroomproductions.ca/,Music Venue,All Genres,60,N/A,N/A,"""Our heart lies in the attentive audience experience and we are revered for creating and maintaining one of the finest intimate showcase venues in the Canadian music scene, not only locally / provincially / nationally but internationally as well for over 18 years. We do believe we have had and will continue to have a positive effect on live entertainment production standards for Canadian venues and we do trust that our endeavours are appreciated by our audiences and performers alike."" Most shows take place Wednesday-Sunday nights.",Requires Premium,https://www.facebook.com/duncanshowroom/,N/A,Aleksi Campagne; The Pairs; Sam Singer; Dave Teichroeb; Julie Malía,https://www.indieonthemove.com/venues/duncan-showroom-duncan-british-columbia,https://www.indieonthemove.com/venues/duncan-showroom-duncan-british-columbia,British Columbia,2026-05-03T13:41:51
Hermann's Jazz Club,Victoria,BC,V8W 1J9,"753 View Street, Victoria, BC V8W 1J9",N/A,https://www.hermannsjazz.com/,"Music Venue, Jazz & Blues","Blues, Jazz",N/A,N/A,N/A,"""Hermann's Jazz Club is the best place to visit for live jazz and blues in Victoria, BC."" They host live music Tuesday-Sunday nights.",Requires Premium,https://www.facebook.com/hermannsjazz/,https://www.instagram.com/hermannsjazz/,Barrie Sorensen,https://www.indieonthemove.com/venues/hermanns-jazz-club-victoria-british-columbia,https://www.indieonthemove.com/venues/hermanns-jazz-club-victoria-british-columbia,British Columbia,2026-05-03T13:41:55
Song Sparrow Hall,Salmon Arm,BC,V1E 4N5,"180 Lakeshore Drive NW, Salmon Arm, BC V1E 4N5",N/A,https://songsparrowhall.ca/,Music Venue,All Genres,225,N/A,N/A,"""Designed to feature music, we are an inclusive and adaptable concert hall. We partner with community organizations in the Shuswap to present vibrant cultural events."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/songsparrowhall/,N/A,Daniel Champagne,https://www.indieonthemove.com/venues/song-sparrow-hall-salmon-arm-british-columbia,https://www.indieonthemove.com/venues/song-sparrow-hall-salmon-arm-british-columbia,British Columbia,2026-05-03T13:41:59
Blue Frog Studios,White Rock,BC,V4B 3Z2,"1328 Johnston Road, White Rock, BC V4B 3Z2",N/A,https://bluefrogstudios.ca/,"Music Venue, Recording Studio",All Genres,100,N/A,N/A,"""The world famous multi-media recording studios, event venue, and video production house located in the quaint beachside community of White Rock, BC."" Shows are held on Friday and Saturday nights.",Requires Premium,https://www.facebook.com/BlueFrogLive/,https://www.instagram.com/bluefrogstudios/,Hot Damn Scandal; The Great Divide : Canada's Tribute to The Band; Russell Decarle; Boney Fields; Daryl Burgess; Steve Hill; The Sadies; Carl Verheyen; Tim Langford DBA Too Slim and the Taildraggers; Dennis Jones Band,https://www.indieonthemove.com/venues/blue-frog-studios-white-rock-british-columbia,https://www.indieonthemove.com/venues/blue-frog-studios-white-rock-british-columbia,British Columbia,2026-05-03T13:42:04
Bozzini's Restaurant,Chilliwack,BC,V2P 6Z6,"45739 Hocking Avenue #4, Chilliwack, BC V2P 6Z6",N/A,http://bozzinisrestaurant.ca/,"Music Venue, Restaurant","Acoustic, Americana, Blues, Folk, Hip Hop, Rock, Rockabilly, Roots Music, Singer-Songwriter",32,N/A,N/A,"""Serving Greek, Italian, & Indian Cuisine since 1982."" Shows are held in their upstairs lounge and can be held any night of the week.",Requires Premium,https://www.facebook.com/profile.php?id=100063615218772,N/A,Martin Harley,https://www.indieonthemove.com/venues/bozzinis-restaurant-chilliwack-british-columbia,https://www.indieonthemove.com/venues/bozzinis-restaurant-chilliwack-british-columbia,British Columbia,2026-05-03T13:42:08
The Nexus at First,Salmon Arm,BC,V1E 1H6,"450 Okanagan Avenue SE, Salmon Arm, BC V1E 1H6",N/A,https://www.firstcommunity.ca/nexus/home,"Music Venue, Rental","Acoustic, Blues, Chamber, Classic Rock, Classical, Pop, Roots Music",325,N/A,N/A,"""The Nexus at First is an arts and live music performance venue located in at First Community in the First United Church in Salmon Arm."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/TheNexusAtFirst/,N/A,N/A,https://www.indieonthemove.com/venues/the-nexus-at-first-salmon-arm-british-columbia,https://www.indieonthemove.com/venues/the-nexus-at-first-salmon-arm-british-columbia,British Columbia,2026-05-03T13:42:14
Boteco Brasil,Vancouver,BC,V5N 5E6,"2545 Nanaimo Street, Vancouver, BC V5N 5E6",N/A,https://www.boteco.ca/events,"Music Venue, Restaurant","All Genres, Brazilian",N/A,N/A,N/A,"""Boteco Brasil is an authentic Brazilian Restaurant located in East Vancouver @ 2545 Nanaimo street."" They host live music Friday-Sunday nights as well as on Sunday afternoons.",Requires Premium,https://www.facebook.com/BotecoBrasil/,https://www.instagram.com/botecobrasilcanada/,N/A,https://www.indieonthemove.com/venues/boteco-brasil-vancouver-british-columbia,https://www.indieonthemove.com/venues/boteco-brasil-vancouver-british-columbia,British Columbia,2026-05-03T13:42:20
"Sylvia Hotel, Restaurant and Lounge",Vancouver,BC,V6G 2P6,"1154 Gilford Street, Vancouver, BC V6G 2P6",N/A,https://sylviahotel.com/restaurant-lounge/,"Music Venue, Restaurant, Lounge, Hotel","Blues, Folk, Jazz, Roots Music",N/A,19+,N/A,"""The Sylvia Hotel is a designated heritage building, ideally located on English Bay, beside Stanley Park and just 5 minutes from downtown Vancouver."" They host live music in the cocktail lounge on Wednesday, Thursday, and Sunday nights 7-9 PM.",Requires Premium,https://www.facebook.com/sylviahotelvancouver/,https://www.instagram.com/thesylviahotel/,N/A,https://www.indieonthemove.com/venues/sylvia-hotel-restaurant-and-lounge-vancouver-british-columbia,https://www.indieonthemove.com/venues/sylvia-hotel-restaurant-and-lounge-vancouver-british-columbia,British Columbia,2026-05-03T13:42:25
Donegal's Irish House,Surrey,BC,V3V 1W3,"12054 96th Avenue, Surrey, BC V3V 1W3",N/A,https://donegals.pub/,"Music Venue, Bar, Restaurant","Blues, Celtic, Classic Rock, Country, Dance, Irish, Pop, Rock, Top 40",150,19+,N/A,"""At Donegal's Irish Pub, we believe in providing our customers with more than just good food and drinks. We believe in creating a welcoming atmosphere where everyone feels comfortable and at home."" They host live music every Friday, Saturday and Sunday with Sundays being reserved for a Blues jam.",Requires Premium,https://www.facebook.com/DonegalsIrishHouse/,https://www.instagram.com/donegalsirishhouse_/,N/A,https://www.indieonthemove.com/venues/donegals-irish-house-surrey-british-columbia,https://www.indieonthemove.com/venues/donegals-irish-house-surrey-british-columbia,British Columbia,2026-05-03T13:42:31
An Evening in the Valley w/,Summerland,BC,V0H 1Z8,"14904 Denike Street, Summerland, BC V0H 1Z8",N/A,N/A,"Music Venue, Listening Room, House Shows, Outdoor Performance Space","Acoustic, Americana, Country, Folk, Indie, Rock, Singer-Songwriter",50,N/A,N/A,"This house concert venue generally hosts one show per month from March to November, mostly on Saturday nights, but Fridays are possible.. Performances can take place inside or outside.",Requires Premium,https://www.facebook.com/AnEveningintheValley/,https://www.instagram.com/an_evening_in_the_valley/,N/A,https://www.indieonthemove.com/venues/an-evening-in-the-valley-w-summerland-british-columbia,https://www.indieonthemove.com/venues/an-evening-in-the-valley-w-summerland-british-columbia,British Columbia,2026-05-03T13:42:36
The Hub on Martin,Penticton,BC,V2A 5K3,"260 Martin Street, Penticton, BC V2A 5K3",N/A,https://thehubonmartin.ca/,"Music Venue, Pub","All Genres, Classic Rock, Pop, Rock",N/A,19+,N/A,"""Downtown Penticton’s most rocking music venue and neighborhood pub."" Most shows take place Thursday-Saturday nights, but Sundays and Mondays are possible with Mondays being reserved for Metal.",Requires Premium,https://www.facebook.com/ThehubonMartin/,https://www.instagram.com/thehubonmartin,Martin Harley; Daniel Champagne; Spencer Krug; The Pairs; The Vidos; Aaron Wylder; Brass Camel; Mariya Stokes; Devin Cooper; Ellen Froese,https://www.indieonthemove.com/venues/the-hub-on-martin-pentiction-british-columbia,https://www.indieonthemove.com/venues/the-hub-on-martin-pentiction-british-columbia,British Columbia,2026-05-03T13:42:39
97 Street Pub,Kelowna,BC,V1X 4J1,"2400 Highway 97 North, Kelowna, BC V1X 4J1",N/A,http://www.97streetpub.com/,"Pub, Music Venue, Bar, Restaurant","Acoustic, Singer-Songwriter",N/A,N/A,N/A,"""Connected to the Best Western Plus Kelowna Hotel and Suites, the 97 Street Pub offers daily food and drink specials, featuring a wide variety of local Okanagan beer, coolers, wine and premium liquors. The pub features 16 TVs including Big Screens and Plasmas, no sports to watch? We play music videos!."" They host live music every Saturday save for odd exceptions.",Requires Premium,https://www.facebook.com/97StreetPub,N/A,Shalisa; Shalisa,https://www.indieonthemove.com/venues/97-street-pub-kelowna-british-columbia,https://www.indieonthemove.com/venues/97-street-pub-kelowna-british-columbia,British Columbia,2026-05-03T13:42:43
O'Flannigan's Pub,Kelowna,BC,V1Y 8E6,"319 Queensway Avenue, Kelowna, BC V1Y 8E6",N/A,http://www.oflanniganspub.com/,"Pub, Music Venue, Open Mic","Acoustic, Celtic, Classic Rock, Country, Dance, Folk, Funk, Irish, Pop, Punk, Reggae, Rock, Singer-Songwriter",N/A,19+,N/A,"""O’Flannigan’s is Kelowna’s Downtown New York style Irish Pub, brining traditional pub charm amidst current audio and video technology, live music, and 8 TV screens to watch you favourite NHL team or U.F.C pay per view."" They host live music Thursday-Saturday nights with Thursdays being reserved for open mic.",Requires Premium,https://www.facebook.com/Oflannigans.Pub,N/A,N/A,https://www.indieonthemove.com/venues/oflannigans-pub-kelowna-british-columbia,https://www.indieonthemove.com/venues/oflannigans-pub-kelowna-british-columbia,British Columbia,2026-05-03T13:42:48
Whiski-Jack's Pub,West Kelowna,BC,V4T 1P7,"2442 Drought Road, West Kelowna, BC V4T 1P7",N/A,https://www.whiskijacks.com/,"Pub, Music Venue, Store","All Genres, Classic Rock, Rock",N/A,N/A,N/A,"West Kelowna's Favourite Neighbourhood Pub."" They host shows every Friday and Saturday night as well as an open jam on Sundays.",Requires Premium,https://www.facebook.com/whiskijackspub/,https://www.instagram.com/wjpinsandpints/,N/A,https://www.indieonthemove.com/venues/whiski-jacks-pub-west-kelowna-british-columbia,https://www.indieonthemove.com/venues/whiski-jacks-pub-west-kelowna-british-columbia,British Columbia,2026-05-03T13:42:53
The Coda,Victoria,BC,V8W 1J9,"751 View Street, Victoria, BC V8W 1J9",N/A,https://gotothecoda.com/calendar,Music Venue,All Genres,200,19+,N/A,"""Victoria's Live Music Venue."" Most shows take place Thursday-Saturday nights. Age requirement can vary.",Requires Premium,https://www.facebook.com/gotothecoda,https://www.instagram.com/gotothecoda/,N/A,https://www.indieonthemove.com/venues/the-coda-victoria-british-columbia,https://www.indieonthemove.com/venues/the-coda-victoria-british-columbia,British Columbia,2026-05-03T13:42:57
Red Bird Brewing,Kelowna,BC,V1Y 2K5,"1080 Richter Street, Kelowna, BC V1Y 2K5",N/A,https://www.redbirdbrewing.com/,"Music Venue, Brewery, Outdoor Performance Space","Acoustic, Alternative, Blues, Classic Rock, Country, Disco, Folk, Indie, Jazz, R&B, Rock, Roots Music, Singer-Songwriter, Soul",N/A,N/A,N/A,"""We are a microbrewery in downtown Kelowna, BC- passionate about excellent beer and great conversation."" Most shows take place on Thursday and Saturday nights. Performances take place outside during the warmer months. Age requirement can vary.",Requires Premium,https://www.facebook.com/redbirdbeer/,https://www.instagram.com/redbirdbeer/,Antonio Larosa; Elli Hart; Hotel Mira; Small Town Artillery; The Vidos; Aaron Wylder; Current Swell; Dan Tait; Cal Volpe; moondoggy,https://www.indieonthemove.com/venues/red-bird-brewing-kelowna-british-columbia,https://www.indieonthemove.com/venues/red-bird-brewing-kelowna-british-columbia,British Columbia,2026-05-03T13:43:02
Ladybug's Mew in Yellow Point,Ladysmith,BC,V9G 1G9,"13095 Prospect Drive, Ladysmith, BC V9G 1G9",N/A,https://ladybugsmewinyellowpoint.ca/,"Music Venue, Outdoor Performance Space, Seasonal","Acoustic, Americana, Bluegrass, Blues, Folk, Old Time, Roots Music, Singer-Songwriter, Traditional",60,N/A,N/A,"""Nestled in Yellow Point, discover a distinctive destination featuring a boutique farm store, garden nursery, and an intimate ticketed event stage. Our 12-acre organic farm proudly cultivates a rich variety of produce."" Shows are held a couple of times each month Sunday-Thursday, May-October.",Requires Premium,https://www.facebook.com/ladybugsmewinyellowpoint/,https://www.instagram.com/ladybugs_mew_in_yellowpoint/,N/A,https://www.indieonthemove.com/venues/ladybugs-mew-in-yellow-point-ladysmith-british-columbia,https://www.indieonthemove.com/venues/ladybugs-mew-in-yellow-point-ladysmith-british-columbia,British Columbia,2026-05-03T13:43:06
Unchagah Hall,Dawson Creek,BC,V1G 3Z3,"Sam Wilson Avenue, Dawson Creek, BC V1G 3Z3",N/A,N/A,Music Venue,"All Genres, Cabaret, Classical, Country, Dance, Folk, Jazz, Pop, Singer-Songwriter, Swing",600,N/A,N/A,Most events take place on the weekends. Concerts are sporadic in favor of theatrical productions.,Requires Premium,https://www.facebook.com/DCSSMusicalTheatre/,N/A,N/A,https://www.indieonthemove.com/venues/unchagah-hall-dawson-creek-british-columbia,https://www.indieonthemove.com/venues/unchagah-hall-dawson-creek-british-columbia,British Columbia,2026-05-03T13:43:11
The Rockin' Firkin,Kamloops,BC,V2B 1M9,"726 Sydney Avenue, Kamloops, BC V2B 1M9",N/A,N/A,"Bar, Music Venue","Classic Rock, Rock",150,19+,N/A,"""Your party destination on the North Shore."" Currently hosting an open Jam on Friday nights with other live music being infrequent.",Requires Premium,https://www.facebook.com/RockinFirkin/,N/A,N/A,https://www.indieonthemove.com/venues/rockin-firkin-kamloops-british-columbia,https://www.indieonthemove.com/venues/rockin-firkin-kamloops-british-columbia,British Columbia,2026-05-03T13:43:14
The Port Theatre,Nanaimo,BC,V9R 6Z4,"125 Front Street, Nanaimo, BC V9R 6Z4",N/A,https://www.porttheatre.com/,"Music Venue, Rental",All Genres,804,N/A,N/A,"""The Port Theatre is an 800-seat theatre on the breathtaking waterfront in downtown Nanaimo. The purpose of The Port Theatre Society is to stimulate and enhance artistic, cultural and economic activity of central Vancouver Island."" Concerts can be held any day/night of the week.",Requires Premium,https://www.facebook.com/porttheatre/,https://www.instagram.com/porttheatrenanaimo/,Big Awesome Entertainment; Highwaymen Show; Raffi; Raffi,https://www.indieonthemove.com/venues/the-port-theatre-nanaimo-british-columbia,https://www.indieonthemove.com/venues/the-port-theatre-nanaimo-british-columbia,British Columbia,2026-05-03T13:43:20
Sid Williams Theatre,Courtenay,BC,V9N 2J2,"442 Cliffe Avenue, Courtenay, BC V9N 2J2",N/A,https://www.sidwilliamstheatre.com/,"Music Venue, Rental",All Genres,520,N/A,N/A,"""The Sid Williams Theatre is operated by the Sid Williams Theatre Society, a registered charitable organization. The Society is responsible for the day-to-day running of the theatre, from artistic programming to custodial, from promotions to lighting design. The auditorium has just over 500 seats, including a 140-seat balcony and accessibility platform. The theatre lounge is fully licensed, offering refreshments and snacks prior to a performance and during intermission."" Live music and events can be held any day/night of the week.",Requires Premium,https://www.facebook.com/sidtheatre/,https://www.instagram.com/sidtheatre/,Highwaymen Show,https://www.indieonthemove.com/venues/sid-williams-theatre-courtenay-british-columbia,https://www.indieonthemove.com/venues/sid-williams-theatre-courtenay-british-columbia,British Columbia,2026-05-03T13:43:25
Tidemark Theatre,Campbell River,BC,V9W 2C8,"1220 Shoppers Row, Campbell River, BC V9W 2C8",N/A,https://tidemarktheatre.com/,"Music Venue, Rental",All Genres,467,N/A,N/A,"""The Tidemark Theatre has been operating as a community theatre and presenter since 1987, and is one of seven heritage sites identified by the City of Campbell River proposed to receive heritage designation. The primary activities undertaken by the Tidemark Theatre Society are focused on the presentation of performing arts, visual arts, media arts, as well as preservation and exhibition of heritage through the revitalization of the Tidemark Theatre."" Concerts can be held any night of the week.",Requires Premium,https://www.facebook.com/tidemarktheatre,https://www.instagram.com/tidemarktheatre/,Ethan Askey; Suzie Vinnick Music; Rob Lutes; Big Awesome Entertainment; Colin James; Colin James; Highwaymen Show,https://www.indieonthemove.com/venues/tidemark-theatre-campbell-river-british-columbia,https://www.indieonthemove.com/venues/tidemark-theatre-campbell-river-british-columbia,British Columbia,2026-05-03T13:43:31
BlueShore Financial Centre for the Performing Arts,North Vancouver,BC,V7J 3H5,"2055 Purcell Way, North Vancouver, BC V7J 3H5",N/A,https://www.capilanou.ca/student-services/community/blueshore-financial-centre-for-the-performing-arts/,"College/University, Music Venue","Classical, Folk, Jazz",372,N/A,N/A,"""Our theatre at North Vancouver's Capilano University presents jazz, folk & classical music & speakers."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/BlueShoreatCapU,https://www.instagram.com/blueshoreatcapu/,Cyrille Brotto; Ablaye cissoko,https://www.indieonthemove.com/venues/blueshore-financial-centre-for-the-performing-arts-north-vancouver-british-columbia,https://www.indieonthemove.com/venues/blueshore-financial-centre-for-the-performing-arts-north-vancouver-british-columbia,British Columbia,2026-05-03T13:43:35
Centennial Theatre,North Vancouver,BC,V7M 3L1,"2300 Lonsdale Avenue, North Vancouver, BC V7M 3L1",N/A,https://www.nvrc.ca/centennial-theatre,"Music Venue, Rental",All Genres,658,N/A,N/A,"""The largest multi-purpose performing arts venue on Vancouver's North Shore."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/CentennialTheatre/,N/A,Savonarola; Crisprr; Thomas Enhco,https://www.indieonthemove.com/venues/centennial-theatre-north-vancouver-british-columbia,https://www.indieonthemove.com/venues/centennial-theatre-north-vancouver-british-columbia,British Columbia,2026-05-03T13:43:40
Chilliwack Cultural Centre,Chilliwack,BC,V2P 4A6,"9201 Corbould Street, Chilliwack, BC V2P 4A6",N/A,https://www.chilliwackculturalcentre.ca/,"Music Venue, Rental",All Genres,580,N/A,N/A,"""Chilliwack Cultural Centre houses two unique performance theatres, an art gallery, music instruction studios, arts and crafts studios and meeting rooms."" Concerts can be held any night of the week.",Requires Premium,https://www.facebook.com/ChwkCulturalCtr/,https://www.instagram.com/chilliwackculturalcentre/,Colin James; PWR UP; Big Awesome Entertainment,https://www.indieonthemove.com/venues/chilliwack-cultural-centre-chilliwack-british-columbia,https://www.indieonthemove.com/venues/chilliwack-cultural-centre-chilliwack-british-columbia,British Columbia,2026-05-03T13:43:46
Clarke Theatre,Mission,BC,V2V 7B1,"33700 Prentis Avenue, Mission, BC V2V 7B1",N/A,https://www.mission.ca/clarke-theatre,"Music Venue, Rental",All Genres,702,N/A,N/A,"""The Clarke Theatre is a 702 balcony theatre with 496 seats on the main floor and 206 in the balcony."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/ClarkeTheatre/,https://www.instagram.com/clarke_theatre/,N/A,https://www.indieonthemove.com/venues/clarke-theatre-mission-british-columbia,https://www.indieonthemove.com/venues/clarke-theatre-mission-british-columbia,British Columbia,2026-05-03T13:43:50
The Cultch,Vancouver,BC,V5L 2H6,"1895 Venables Street, Vancouver, BC V5L 2H6",N/A,https://thecultch.com/,"Music Venue, Rental",All Genres,350,N/A,N/A,"""For over 50 years in East Vancouver, The Cultch has offered programming in contemporary theatre, dance & music by local, national & international artists."" While most concerts take place on Friday and Saturday nights, they can be held any night of the week.",Requires Premium,https://www.facebook.com/TheCultch/,https://www.instagram.com/thecultch/,N/A,https://www.indieonthemove.com/venues/the-cultch-vancouver-british-columbia,https://www.indieonthemove.com/venues/the-cultch-vancouver-british-columbia,British Columbia,2026-05-03T13:43:56
Evergreen Cultural Centre,Coquitlam,BC,V3B 7Y3,"1205 Pinetree Way, Coquitlam, BC V3B 7Y3",N/A,https://evergreenculturalcentre.ca/,"Music Venue, Rental",All Genres,720,N/A,N/A,"""The Evergreen is the visual and performing arts hub of the Tri-Cities. Join us for a show from our season of performing arts, a fun event hosted by members of our community, or rent one of our theatre or studio spaces for an event of your own!"" Concerts and events can be held any day/night of the week.",Requires Premium,https://www.facebook.com/evergreenculturalcentre/,https://www.instagram.com/evergreenarts/,Maggie's Wake,https://www.indieonthemove.com/venues/evergreen-cultural-centre-coquitlam-british-columbia,https://www.indieonthemove.com/venues/evergreen-cultural-centre-coquitlam-british-columbia,British Columbia,2026-05-03T13:43:59
Maury Young Arts Centre,Whistler,BC,V8E 0X4,"4335 Blackcomb Way, Whistler, BC V8E 0X4",N/A,https://artswhistler.com/,"Music Venue, Rental",All Genres,238,N/A,N/A,"""Arts and culture in Whistler, BC. Celebrating local creativity in the Sea to Sky - art, music, class."" Most shows take place Thursday-Saturday nights.",Requires Premium,https://www.facebook.com/artswhistler/,https://www.instagram.com/artswhistler/,N/A,https://www.indieonthemove.com/venues/maury-young-arts-centre-whistler-british-columbia,https://www.indieonthemove.com/venues/maury-young-arts-centre-whistler-british-columbia,British Columbia,2026-05-03T13:44:04
Max Cameron Theatre,Powell River,BC,V8A 2L6,"5400 Marine Avenue, Powell River, BC V8A 2L6",N/A,https://www.maxcamerontheatre.ca/,"Music Venue, Rental",All Genres,402,N/A,N/A,"""Located on the campus of Brooks Secondary School, the 400-seat Max Cameron Theatre was commissioned by School District #47 as part of an expansion to the school that also included a digital media center, an acoustically engineered choral room, a film and video recording studio, and a dance and drama studio."" Concerts can be held any day/night of the week.",Requires Premium,https://www.facebook.com/maxcamerontheatre/,N/A,N/A,https://www.indieonthemove.com/venues/max-cameron-theatre-powell-river-british-columbia,https://www.indieonthemove.com/venues/max-cameron-theatre-powell-river-british-columbia,British Columbia,2026-05-03T13:44:09
Michael J. Fox Theatre,Burnaby,BC,V5J 0B2,"7373 MacPherson Avenue, Burnaby, BC V5J 0B2",N/A,https://michaeljfoxtheatre.ca/,"Music Venue, Rental",All Genres,613,N/A,N/A,"""Our theatre is proud to be a jewel in the arts community right here in Burnaby. The theatre hosts multicultural performances, dance, theatre, music and many other community events making it one of the busiest theatre venues in the lower mainland."" Concerts can be held any day/night of the week.",Requires Premium,https://www.facebook.com/michaeljfoxtheatre,https://www.instagram.com/mjftheatre/,N/A,https://www.indieonthemove.com/venues/michael-j-fox-theatre-burnaby-british-columbia,https://www.indieonthemove.com/venues/michael-j-fox-theatre-burnaby-british-columbia,British Columbia,2026-05-03T13:44:15
Pal Studio Theatre,Vancouver,BC,V6G 3L3,"581 Cardero Street, Vancouver, BC V6G 3L3",N/A,https://www.palvancouver.org/theatre,"Music Venue, Rental",All Genres,150,N/A,N/A,"""Located in Vancouver's Coal Harbour, our 150-seat studio is an amenity space for Performing Arts Lodge residents, a rental venue for performing arts companies and the city's only rooftop theatre!"" Concerts can be held any day/night of the week.",Requires Premium,https://www.facebook.com/palvancouver/,https://www.instagram.com/palvancouver/,N/A,https://www.indieonthemove.com/venues/pal-studio-theatre-vancouver-british-columbia,https://www.indieonthemove.com/venues/pal-studio-theatre-vancouver-british-columbia,British Columbia,2026-05-03T13:45:18
Shadbolt Centre for the Arts,Burnaby,BC,V5G 2J3,"6450 Deer Lake Avenue, Burnaby, BC V5G 2J3",N/A,https://www.burnaby.ca/recreation-and-arts/arts-and-culture-facilities/shadbolt-centre-for-the-arts,"Music Venue, Rental",All Genres,285,N/A,N/A,"""The Shadbolt Centre for the Arts is a stunning multi-use facility located in picturesque Deer Lake Park. The centre presents live performances, offers arts programs for all ages, produces community events and festivals, and its stunning architecture and flexible spaces makes it the perfect venue to host meetings, conferences and special occasions."" Concerts can be held any day/night of the week.",Requires Premium,https://www.facebook.com/ShadboltCentre,https://www.instagram.com/shadbolt_centre/,N/A,https://www.indieonthemove.com/venues/shadbolt-centre-for-the-arts-burnaby-british-columbia,https://www.indieonthemove.com/venues/shadbolt-centre-for-the-arts-burnaby-british-columbia,British Columbia,2026-05-03T13:45:22
UniTea Cafe & Lounge,Ashcroft,BC,V0K 1A0,"B - 605 Railway Avenue, Ashcroft, BC V0K 1A0",N/A,https://www.uniteacafetakeout.com/,"Music Venue, Cafe, Lounge, Open Mic","Acoustic, Americana, Bluegrass, Blues, Classical, Folk, Jazz, Roots Music, Singer-Songwriter, World",20,N/A,N/A,"""UniTea is more than just a tea room: it’s a place to learn, gather, play, relax or just connect with friends and neighbours...Monthly Entertainment Nights feature everything from classical, jazz to acoustic roots, blues and world music, poetry readings and open mic nights. UniTea’s walls are often used as an art gallery and from time to time there will be an artist in residence."" Most shows take place on Friday nights, occasionally on Saturday nights, but they are flexible.",Requires Premium,https://www.facebook.com/UniTeaInAshcroft,N/A,N/A,https://www.indieonthemove.com/venues/unitea-cafe-lounge-ashcroft-british-columbia,https://www.indieonthemove.com/venues/unitea-cafe-lounge-ashcroft-british-columbia,British Columbia,2026-05-03T13:45:27
Morrisey's Public House,Kamloops,BC,V0E 5N0,"3240 Village Way, Kamloops, BC V0E 5N0",N/A,https://www.sunpeaksgrand.com/dine/morriseys-public-house,"Music Venue, Restaurant, Pub, Seasonal",All Genres,100,19+,N/A,"""Located in the heart of the Upper Village at Sun Peaks Resort."" They host open mic on Thursday nights and shows on Saturday nights in the summer and winter months.",Requires Premium,https://www.facebook.com/morriseyspub/,https://www.instagram.com/morriseyspub/,N/A,https://www.indieonthemove.com/venues/morriseys-public-house-kamloops-british-columbia,https://www.indieonthemove.com/venues/morriseys-public-house-kamloops-british-columbia,British Columbia,2026-05-03T13:45:32
Pizza Pi,Kamloops,BC,V2C 2A5,"314 Victoria Street, Kamloops, BC V2C 2A5",N/A,https://pizzapikamloops.square.site/,"Music Venue, Restaurant, Open Mic",All Genres,N/A,N/A,N/A,"""At Pizza Pi, we love to have fun. That’s why we have live music every week and a rotating cast of touring musicians coming through town for your enjoyment. Come in and enjoy the entertainment over dinner, drinks or a late night snack!"" They host live music Monday-Saturday nights with Fridays being reserved for open mic. Monday-Thursday shows are typically no cover.",Requires Premium,https://www.facebook.com/PizzaPiKamloops/,https://www.instagram.com/pizzapiyka/,Dead Churches; Minot,https://www.indieonthemove.com/venues/pizza-pi-kamloops-british-columbia,https://www.indieonthemove.com/venues/pizza-pi-kamloops-british-columbia,British Columbia,2026-05-03T13:45:37
Privato Winery,Kamloops,BC,V2B 8N5,"5505 Westsyde Road, Kamloops, BC V2B 8N5",N/A,https://www.privato.ca/,"Music Venue, Winery, Outdoor Performance Space, Seasonal",All Genres,N/A,19+,N/A,"""A hidden gem in the heart of BC’s exciting new Thompson Valley wine region, Privato is a family owned boutique winery dedicated to the production of premium Burgundian styled wine."" Live music is held every other Friday night (ticketed) and every Sunday (free), June - September, in their garden.",Requires Premium,https://www.facebook.com/privatowine,https://www.instagram.com/privatowine/,N/A,https://www.indieonthemove.com/venues/privato-winery-kamloops-british-columbia,https://www.indieonthemove.com/venues/privato-winery-kamloops-british-columbia,British Columbia,2026-05-03T13:45:43
The Painted Ship,Vancouver,BC,V6K 2G6,"2884 W. Broadway, Vancouver, BC V6K 2G6",N/A,https://www.thepaintedship.ca/,"Music Venue, Bar, Restaurant",All Genres,N/A,N/A,N/A,"**Temporarily closed for spring cleaning.""Neighborhood bar, restaurant & music venue."" Most shows take place on Wednesday and Thursday nights as well as on Sunday afternoons.",Requires Premium,https://www.facebook.com/thepaintedship,https://www.instagram.com/thepaintedship/,N/A,https://www.indieonthemove.com/venues/the-painted-ship-vancouver-british-columbia,https://www.indieonthemove.com/venues/the-painted-ship-vancouver-british-columbia,British Columbia,2026-05-03T13:45:47
